
26,true,467
2,true,468
46,true,467
30,true,467
1,true,468
38,true,467
33,true,467
47,true,467
8,true,468
40,true,467
14,true,468
25,true,467
23,true,468
3,true,468
36,true,467
6,true,468
7,true,468
37,true,467
13,true,468
48,true,467
17,true,468
18,true,468
19,true,468
41,true,467
31,true,467
16,true,468
39,true,467
32,true,467
9,true,468
44,true,467
28,true,468
27,true,468
42,true,467
34,true,467
5,true,468
4,true,468
15,true,468
35,true,467
29,true,468
12,true,468
11,true,468
22,true,468
21,true,468
50,true,468
43,true,468
49,true,468
24,true,468
20,true,468
45,true,468
10,true,469
